order_id,method_code,paid_at,status,amount,external_receipt_no
6788,CASH,2025-04-30 23:03:00,PAID,3500.00,3-7381
6787,CASH,2025-04-30 22:59:00,PAID,13100.00,3-7380
6786,CARD,2025-04-30 22:58:00,PAID,27475.00,3-7379
6785,CARD,2025-04-30 22:25:00,PAID,57075.00,3-7378
6784,CARD,2025-04-30 19:19:00,PAID,13475.00,3-7377
6783,CARD,2025-04-29 23:21:00,PAID,7500.00,3-7376
6782,CARD,2025-04-29 22:13:00,PAID,9100.00,3-7375
6781,CARD,2025-04-28 23:24:00,PAID,6475.00,3-7374
6780,CARD,2025-04-28 22:20:00,PAID,11950.00,3-7373
6779,CASH,2025-04-28 21:33:00,PAID,19975.00,3-7372
6778,CARD,2025-04-28 21:28:00,PAID,39575.00,3-7371
6777,CARD,2025-04-28 19:13:00,PAID,15600.00,3-7370
6776,CARD,2025-04-27 23:44:00,PAID,20050.00,3-7369
6775,CASH,2025-04-27 23:38:00,PAID,15700.00,3-7368
6774,CARD,2025-04-27 23:37:00,PAID,16550.00,3-7367
6773,CARD,2025-04-27 23:20:00,PAID,20125.00,3-7366
6772,CARD,2025-04-27 23:00:00,PAID,13700.00,3-7365
6771,CASH,2025-04-27 22:14:00,PAID,49600.00,3-7364
6770,CARD,2025-04-27 22:02:00,PAID,21900.00,3-7363
6769,CASH,2025-04-27 21:26:00,PAID,25225.00,3-7362
6768,CARD,2025-04-27 20:53:00,PAID,29600.00,3-7361
6767,CARD,2025-04-27 20:51:00,PAID,32650.00,3-7360
6766,CARD,2025-04-27 20:50:00,PAID,13975.00,3-7359
6765,CASH,2025-04-27 20:42:00,PAID,1500.00,3-7358
6764,CARD,2025-04-27 20:41:00,PAID,47840.00,3-7357
6763,CASH,2025-04-27 20:34:00,PAID,16550.00,3-7356
6762,CASH,2025-04-27 20:30:00,PAID,18300.00,3-7355
6761,CASH,2025-04-27 20:26:00,PAID,20150.00,3-7354
6760,CARD,2025-04-27 20:20:00,PAID,14050.00,3-7353
6759,CARD,2025-04-27 20:20:00,PAID,18350.00,14-1019
6758,CARD,2025-04-27 20:17:00,PAID,3475.00,3-7352
6757,CASH,2025-04-27 20:16:00,PAID,1125.00,3-7351
6756,CARD,2025-04-27 20:15:00,PAID,44350.00,3-7350
6755,CARD,2025-04-27 20:13:00,PAID,16075.00,3-7349
6754,CARD,2025-04-27 20:08:00,PAID,33250.00,3-7348
6753,CARD,2025-04-27 20:07:00,PAID,5400.00,3-7347
6752,CARD,2025-04-27 20:01:00,PAID,21900.00,3-7346
6751,CARD,2025-04-27 19:57:00,PAID,9700.00,3-7345
6750,CARD,2025-04-27 19:56:00,PAID,24600.00,3-7344
6749,CARD,2025-04-27 19:46:00,PAID,13800.00,3-7343
6748,CARD,2025-04-27 19:41:00,PAID,31390.00,3-7342
6747,CARD,2025-04-27 19:39:00,PAID,8900.00,3-7341
6746,CARD,2025-04-27 19:34:00,PAID,14400.00,3-7340
6745,CASH,2025-04-27 19:23:00,PAID,26300.00,3-7339
6744,CARD,2025-04-27 19:15:00,PAID,13100.00,3-7338
6743,CARD,2025-04-27 19:01:00,PAID,17600.00,3-7337
6742,CARD,2025-04-27 18:42:00,PAID,6300.00,3-7336
6741,CARD,2025-04-27 18:41:00,PAID,7100.00,3-7335
6740,CARD,2025-04-27 18:08:00,PAID,8900.00,3-7334
6739,CARD,2025-04-27 18:03:00,PAID,13775.00,3-7333
6738,CASH,2025-04-27 18:02:00,PAID,6500.00,3-7332
6737,CARD,2025-04-27 15:53:00,PAID,9100.00,3-7331
6736,CARD,2025-04-26 23:52:00,PAID,3550.00,3-7330
6735,CARD,2025-04-26 22:53:00,PAID,9300.00,3-7329
6734,CASH,2025-04-26 22:53:00,PAID,14400.00,3-7328
6733,CARD,2025-04-26 22:51:00,PAID,15900.00,3-7327
6732,CARD,2025-04-26 22:15:00,PAID,3200.00,3-7326
6731,CARD,2025-04-26 21:51:00,PAID,10700.00,3-7325
6730,CARD,2025-04-26 21:51:00,PAID,39215.00,14-1018
6729,CARD,2025-04-26 21:50:00,PAID,22750.00,3-7324
6728,CARD,2025-04-26 21:50:00,PAID,2350.00,3-7323
6727,CARD,2025-04-26 21:41:00,PAID,24450.00,3-7322
6726,CARD,2025-04-26 21:12:00,PAID,8500.00,3-7321
6725,CASH,2025-04-26 21:10:00,PAID,1000.00,3-7320
6724,CARD,2025-04-26 21:09:00,PAID,6800.00,3-7319
6723,CARD,2025-04-26 21:08:00,PAID,10100.00,3-7318
6722,CARD,2025-04-26 21:01:00,PAID,7800.00,3-7317
6721,CARD,2025-04-26 20:25:00,PAID,45475.00,3-7316
6720,CARD,2025-04-26 20:21:00,PAID,15700.00,3-7315
6719,CARD,2025-04-26 20:17:00,PAID,13375.00,3-7314
6718,CARD,2025-04-26 19:56:00,PAID,21300.00,3-7313
6717,CARD,2025-04-26 19:41:00,PAID,19600.00,3-7312
6716,CARD,2025-04-26 19:18:00,PAID,14200.00,3-7311
6715,CARD,2025-04-26 19:09:00,PAID,29275.00,3-7310
6714,CARD,2025-04-26 19:07:00,PAID,58250.00,3-7309
6713,CARD,2025-04-26 18:59:00,PAID,8800.00,3-7308
6712,CARD,2025-04-26 18:43:00,PAID,35900.00,3-7307
6711,CARD,2025-04-24 21:59:00,PAID,1500.00,3-7306
6710,CARD,2025-04-24 21:57:00,PAID,7500.00,3-7305
6709,CARD,2025-04-24 20:36:00,PAID,1500.00,3-7304
6708,CARD,2025-04-24 20:34:00,PAID,23775.00,3-7303
6707,CASH,2025-04-24 19:17:00,PAID,19500.00,3-7302
6706,CARD,2025-04-23 22:47:00,PAID,1500.00,3-7301
6705,CARD,2025-04-23 20:48:00,PAID,14200.00,3-7300
6704,CARD,2025-04-22 22:27:00,PAID,13700.00,3-7299
6703,CARD,2025-04-21 22:07:00,PAID,9600.00,3-7298
6702,CARD,2025-04-21 21:42:00,PAID,13800.00,3-7297
6701,CARD,2025-04-21 21:30:00,PAID,2450.00,3-7296
6700,CARD,2025-04-21 20:38:00,PAID,15000.00,3-7295
6699,CASH,2025-04-21 20:04:00,PAID,25900.00,3-7294
6698,CARD,2025-04-21 01:31:00,PAID,21500.00,3-7293
6697,CARD,2025-04-21 01:16:00,PAID,17200.00,3-7292
6696,CARD,2025-04-21 01:12:00,PAID,6800.00,3-7291
6695,CARD,2025-04-21 00:02:00,PAID,37000.00,3-7290
6694,CARD,2025-04-20 23:49:00,PAID,2200.00,3-7289
6693,CARD,2025-04-20 23:46:00,PAID,2800.00,3-7288
6692,CARD,2025-04-20 23:45:00,PAID,9400.00,3-7287
6691,CARD,2025-04-20 22:45:00,PAID,39250.00,3-7286
6690,CASH,2025-04-20 22:41:00,PAID,1500.00,3-7285
6689,CARD,2025-04-20 22:40:00,PAID,55240.00,3-7284
6688,CARD,2025-04-20 22:37:00,PAID,8250.00,3-7283
6687,CARD,2025-04-20 22:18:00,PAID,35900.00,3-7282
6686,CARD,2025-04-20 22:14:00,PAID,25500.00,3-7281
6685,CARD,2025-04-20 22:09:00,PAID,38340.00,3-7280
6684,CARD,2025-04-20 22:06:00,PAID,16100.00,3-7279
6683,CARD,2025-04-20 21:34:00,PAID,28200.00,3-7278
6682,CARD,2025-04-20 21:31:00,PAID,38575.00,3-7277
6681,CARD,2025-04-20 21:24:00,PAID,47346.00,3-7276
6680,CARD,2025-04-20 21:16:00,PAID,42300.00,3-7275
6679,CARD,2025-04-20 21:10:00,PAID,51200.00,3-7274
6678,CARD,2025-04-20 21:06:00,PAID,25200.00,3-7273
6677,CARD,2025-04-20 21:02:00,PAID,18400.00,3-7272
6676,CARD,2025-04-20 21:01:00,PAID,23800.00,3-7271
6675,CARD,2025-04-20 20:59:00,PAID,42340.00,3-7270
6674,CARD,2025-04-20 20:58:00,PAID,20740.00,3-7269
6673,CASH,2025-04-20 20:57:00,PAID,11900.00,3-7268
6672,CARD,2025-04-20 20:56:00,PAID,15000.00,3-7267
6671,CARD,2025-04-20 20:55:00,PAID,33925.00,3-7266
6670,CARD,2025-04-20 20:53:00,PAID,38500.00,3-7265
6669,CASH,2025-04-20 20:45:00,PAID,49600.00,3-7264
6668,CARD,2025-04-20 20:43:00,PAID,29700.00,3-7263
6667,CARD,2025-04-20 20:40:00,PAID,34500.00,3-7262
6666,CARD,2025-04-20 20:39:00,PAID,32200.00,3-7261
6665,CARD,2025-04-20 20:29:00,PAID,3000.00,3-7260
6664,CARD,2025-04-20 20:29:00,PAID,8300.00,3-7259
6663,CARD,2025-04-20 20:28:00,PAID,7100.00,3-7258
6662,CARD,2025-04-20 20:27:00,PAID,28400.00,3-7257
6661,CARD,2025-04-20 20:24:00,PAID,12900.00,3-7256
6660,CARD,2025-04-20 20:23:00,PAID,23000.00,3-7255
6659,CARD,2025-04-20 20:19:00,PAID,24400.00,3-7254
6658,CARD,2025-04-20 20:18:00,PAID,11700.00,3-7253
6657,CARD,2025-04-20 20:17:00,PAID,11600.00,3-7252
6656,CARD,2025-04-20 20:17:00,PAID,14100.00,3-7251
6655,CARD,2025-04-20 20:15:00,PAID,9800.00,3-7250
6654,CARD,2025-04-20 20:15:00,PAID,25200.00,3-7249
6653,CARD,2025-04-20 20:14:00,PAID,29500.00,3-7248
6652,CASH,2025-04-20 20:13:00,PAID,29900.00,3-7247
6651,CARD,2025-04-20 20:09:00,PAID,15200.00,3-7246
6650,CARD,2025-04-20 19:57:00,PAID,25300.00,3-7245
6649,CARD,2025-04-20 19:57:00,PAID,17100.00,3-7244
6648,CARD,2025-04-20 19:51:00,PAID,22100.00,3-7243
6647,CARD,2025-04-20 19:43:00,PAID,28600.00,3-7242
6646,CARD,2025-04-20 19:42:00,PAID,23200.00,3-7241
6645,CASH,2025-04-20 19:27:00,PAID,44600.00,3-7240
6644,CARD,2025-04-20 19:03:00,PAID,8200.00,3-7239
6643,CASH,2025-04-20 18:57:00,PAID,25200.00,3-7238
6642,CASH,2025-04-20 18:50:00,PAID,38000.00,3-7237
6641,CARD,2025-04-20 18:46:00,PAID,27150.00,3-7236
6640,CARD,2025-04-20 18:26:00,PAID,14800.00,3-7235
6639,CARD,2025-04-20 18:01:00,PAID,14300.00,3-7234
6638,CARD,2025-04-20 17:49:00,PAID,6300.00,3-7233
6637,CARD,2025-04-20 17:49:00,PAID,6100.00,3-7232
6636,CARD,2025-04-20 17:48:00,PAID,2500.00,3-7231
6635,CARD,2025-04-20 17:47:00,PAID,13700.00,3-7230
6634,CASH,2025-04-20 17:14:00,PAID,0.00,3-7229
6633,CARD,2025-04-20 17:00:00,PAID,13400.00,3-7228
6632,CARD,2025-04-20 16:59:00,PAID,12800.00,3-7227
6631,CARD,2025-04-20 01:18:00,PAID,10600.00,3-7226
6630,CASH,2025-04-20 00:00:00,PAID,0.00,2-1125
6629,CASH,2025-04-19 23:36:00,PAID,22650.00,3-7225
6628,CARD,2025-04-19 23:30:00,PAID,16800.00,3-7224
6627,CARD,2025-04-19 23:19:00,PAID,11000.00,3-7223
6626,CARD,2025-04-19 23:11:00,PAID,12100.00,3-7222
6625,CARD,2025-04-19 22:51:00,PAID,24500.00,3-7221
6624,CARD,2025-04-19 22:49:00,PAID,14800.00,3-7220
6623,CARD,2025-04-19 22:49:00,PAID,11000.00,3-7219
6622,CARD,2025-04-19 22:48:00,PAID,23800.00,3-7218
6621,CASH,2025-04-19 22:42:00,PAID,13000.00,3-7217
6620,CARD,2025-04-19 22:39:00,PAID,24725.00,3-7216
6619,CARD,2025-04-19 22:37:00,PAID,28175.00,3-7215
6618,CARD,2025-04-19 22:22:00,PAID,43800.00,3-7214
6617,CARD,2025-04-19 22:20:00,PAID,18075.00,3-7213
6616,CASH,2025-04-19 22:00:00,PAID,500.00,3-7212
6615,CARD,2025-04-19 21:58:00,PAID,20450.00,3-7211
6614,CARD,2025-04-19 21:57:00,PAID,12600.00,3-7210
6613,CASH,2025-04-19 21:55:00,PAID,1000.00,3-7209
6612,CARD,2025-04-19 21:54:00,PAID,13375.00,3-7208
6611,CARD,2025-04-19 21:53:00,PAID,5700.00,3-7207
6610,CARD,2025-04-19 21:52:00,PAID,5700.00,3-7206
6609,CARD,2025-04-19 21:51:00,PAID,20900.00,3-7205
6608,CASH,2025-04-19 21:47:00,PAID,12400.00,3-7204
6607,CARD,2025-04-19 21:46:00,PAID,23900.00,3-7203
6606,CARD,2025-04-19 21:37:00,PAID,18900.00,3-7202
6605,CARD,2025-04-19 21:36:00,PAID,46800.00,3-7201
6604,CARD,2025-04-19 21:22:00,PAID,19200.00,3-7200
6603,CARD,2025-04-19 21:21:00,PAID,13100.00,3-7199
6602,CARD,2025-04-19 21:19:00,PAID,35150.00,3-7198
6601,CARD,2025-04-19 21:18:00,PAID,5100.00,3-7197
6600,CARD,2025-04-19 21:17:00,PAID,4125.00,3-7196
6599,CARD,2025-04-19 21:16:00,PAID,40600.00,3-7195
6598,CARD,2025-04-19 21:09:00,PAID,16300.00,3-7194
6597,CASH,2025-04-19 21:01:00,PAID,500.00,3-7193
6596,CASH,2025-04-19 21:01:00,PAID,28750.00,3-7192
6595,CARD,2025-04-19 20:56:00,PAID,24600.00,3-7191
6594,CARD,2025-04-19 20:55:00,PAID,24200.00,3-7190
6593,CASH,2025-04-19 20:54:00,PAID,500.00,3-7189
6592,CASH,2025-04-19 20:53:00,PAID,15400.00,3-7188
6591,CARD,2025-04-19 20:51:00,PAID,51600.00,3-7187
6590,CASH,2025-04-19 20:48:00,PAID,5700.00,3-7186
6589,CARD,2025-04-19 20:38:00,PAID,19900.00,3-7185
6588,CASH,2025-04-19 20:37:00,PAID,22800.00,3-7184
6587,CARD,2025-04-19 20:36:00,PAID,21500.00,3-7183
6586,CASH,2025-04-19 20:35:00,PAID,14500.00,3-7182
6585,CASH,2025-04-19 20:32:00,PAID,5500.00,3-7181
6584,CARD,2025-04-19 20:29:00,PAID,48150.00,3-7180
6583,CARD,2025-04-19 20:27:00,PAID,25900.00,3-7179
6582,CARD,2025-04-19 20:26:00,PAID,18650.00,3-7178
6581,CARD,2025-04-19 20:16:00,PAID,22400.00,3-7177
6580,CARD,2025-04-19 20:08:00,PAID,21600.00,3-7176
6579,CARD,2025-04-19 20:07:00,PAID,48950.00,3-7175
6578,CARD,2025-04-19 19:47:00,PAID,30450.00,3-7174
6577,CARD,2025-04-19 19:43:00,PAID,40440.00,3-7173
6576,SINPE,2025-04-19 19:14:00,PAID,3000.00,3-7172
6575,CARD,2025-04-19 19:09:00,PAID,3000.00,3-7171
6574,CARD,2025-04-19 19:09:00,PAID,52715.00,3-7170
6573,CARD,2025-04-19 19:07:00,PAID,36375.00,3-7169
6572,CASH,2025-04-19 18:44:00,PAID,1575.00,3-7168
6571,CASH,2025-04-19 18:34:00,PAID,500.00,3-7167
6570,CASH,2025-04-19 18:33:00,PAID,18600.00,3-7166
6569,CARD,2025-04-19 18:20:00,PAID,24000.00,3-7165
6568,CASH,2025-04-19 18:13:00,PAID,27300.00,3-7164
6567,CARD,2025-04-19 18:02:00,PAID,13450.00,3-7163
6566,CARD,2025-04-19 18:01:00,PAID,10775.00,3-7162
6565,CARD,2025-04-19 17:34:00,PAID,14000.00,3-7161
6564,CASH,2025-04-19 17:28:00,PAID,7600.00,3-7160
6563,CARD,2025-04-19 17:27:00,PAID,10600.00,3-7159
6562,CASH,2025-04-19 17:22:00,PAID,17600.00,3-7158
6561,CARD,2025-04-19 17:21:00,PAID,4000.00,3-7157
6560,CARD,2025-04-19 17:20:00,PAID,13500.00,3-7156
6559,CARD,2025-04-19 17:19:00,PAID,15700.00,3-7155
6558,CARD,2025-04-19 16:49:00,PAID,7800.00,3-7154
6557,CARD,2025-04-19 16:44:00,PAID,10500.00,3-7153
6556,CASH,2025-04-18 23:58:00,PAID,0.00,2-1124
6555,CASH,2025-04-18 23:10:00,PAID,11975.00,3-7152
6554,CASH,2025-04-18 23:09:00,PAID,13550.00,3-7151
6553,CASH,2025-04-18 23:08:00,PAID,23500.00,3-7150
6552,CARD,2025-04-18 23:06:00,PAID,20475.00,3-7149
6551,CARD,2025-04-18 23:05:00,PAID,22975.00,3-7148
6550,CARD,2025-04-18 22:51:00,PAID,16400.00,3-7147
6549,CARD,2025-04-18 22:26:00,PAID,64300.00,3-7146
6548,CARD,2025-04-18 22:25:00,PAID,13600.00,3-7145
6547,CARD,2025-04-18 22:22:00,PAID,14800.00,3-7144
6546,CARD,2025-04-18 21:49:00,PAID,23450.00,3-7143
6545,CARD,2025-04-18 21:44:00,PAID,15400.00,3-7142
6544,CARD,2025-04-18 21:43:00,PAID,33775.00,3-7141
6543,CASH,2025-04-18 21:42:00,PAID,16000.00,3-7140
6542,CARD,2025-04-18 21:35:00,PAID,19500.00,3-7139
6541,CASH,2025-04-18 21:33:00,PAID,10400.00,3-7138
6540,CASH,2025-04-18 21:32:00,PAID,16600.00,3-7137
6539,CARD,2025-04-18 21:27:00,PAID,1500.00,3-7136
6538,CARD,2025-04-18 21:27:00,PAID,1500.00,3-7135
6537,CARD,2025-04-18 21:18:00,PAID,1500.00,3-7134
6536,CARD,2025-04-18 21:17:00,PAID,27950.00,3-7133
6535,CASH,2025-04-18 21:17:00,PAID,6900.00,3-7132
6534,CASH,2025-04-18 21:16:00,PAID,9650.00,3-7131
6533,CARD,2025-04-18 21:16:00,PAID,8600.00,3-7130
6532,CASH,2025-04-18 21:15:00,PAID,0.00,2-1123
6531,CARD,2025-04-18 21:11:00,PAID,12900.00,3-7129
6530,CARD,2025-04-18 21:11:00,PAID,4100.00,3-7128
6529,CARD,2025-04-18 21:09:00,PAID,28850.00,3-7127
6528,CARD,2025-04-18 21:08:00,PAID,21900.00,3-7126
6527,CARD,2025-04-18 21:06:00,PAID,30150.00,3-7125
6526,CASH,2025-04-18 21:06:00,PAID,40875.00,3-7124
6525,CARD,2025-04-18 20:47:00,PAID,9000.00,3-7123
6524,CARD,2025-04-18 20:46:00,PAID,27550.00,3-7122
6523,CARD,2025-04-18 20:46:00,PAID,26300.00,3-7121
6522,CARD,2025-04-18 20:36:00,PAID,25950.00,3-7120
6521,CARD,2025-04-18 20:29:00,PAID,3500.00,3-7119
6520,CARD,2025-04-18 20:23:00,PAID,3600.00,3-7118
6519,CARD,2025-04-18 20:23:00,PAID,12800.00,3-7117
6518,CASH,2025-04-18 20:23:00,PAID,3500.00,3-7116
6517,CARD,2025-04-18 20:05:00,PAID,30800.00,3-7115
6516,CARD,2025-04-18 20:03:00,PAID,17575.00,3-7114
6515,CARD,2025-04-18 20:02:00,PAID,21275.00,3-7113
6514,CARD,2025-04-18 20:01:00,PAID,14500.00,3-7112
6513,CARD,2025-04-18 20:00:00,PAID,9100.00,3-7111
6512,CASH,2025-04-18 19:59:00,PAID,3500.00,3-7110
6511,CASH,2025-04-18 19:58:00,PAID,15800.00,3-7109
6510,CARD,2025-04-18 19:57:00,PAID,16800.00,3-7108
6509,CARD,2025-04-18 19:54:00,PAID,15750.00,3-7107
6508,CARD,2025-04-18 19:48:00,PAID,27625.00,3-7106
6507,CARD,2025-04-18 19:47:00,PAID,8600.00,3-7105
6506,CARD,2025-04-18 19:28:00,PAID,26475.00,3-7104
6505,CARD,2025-04-18 19:21:00,PAID,27000.00,3-7103
6504,CARD,2025-04-18 19:17:00,PAID,10600.00,3-7102
6503,CARD,2025-04-18 19:15:00,PAID,17475.00,3-7101
6502,CARD,2025-04-18 19:01:00,PAID,14200.00,3-7100
6501,CARD,2025-04-18 18:55:00,PAID,7500.00,3-7099
6500,CARD,2025-04-18 18:54:00,PAID,7075.00,3-7098
6499,CARD,2025-04-18 18:53:00,PAID,7100.00,3-7097
6498,CARD,2025-04-18 18:47:00,PAID,23950.00,3-7096
6497,CASH,2025-04-18 18:44:00,PAID,12075.00,3-7095
6496,CARD,2025-04-18 18:29:00,PAID,55950.00,3-7094
6495,CARD,2025-04-18 18:28:00,PAID,22975.00,3-7093
6494,CARD,2025-04-18 18:03:00,PAID,20775.00,3-7092
6493,CASH,2025-04-18 17:40:00,PAID,11850.00,3-7091
6492,CARD,2025-04-18 16:53:00,PAID,10600.00,3-7090
6491,CASH,2025-04-17 23:15:00,PAID,0.00,2-1122
6490,CARD,2025-04-17 22:50:00,PAID,23400.00,3-7089
6489,CARD,2025-04-17 22:46:00,PAID,42800.00,3-7088
6488,CARD,2025-04-17 22:45:00,PAID,14200.00,3-7087
6487,CARD,2025-04-17 22:44:00,PAID,9200.00,3-7086
6486,CARD,2025-04-17 22:44:00,PAID,10500.00,3-7085
6485,CASH,2025-04-17 22:42:00,PAID,2600.00,3-7084
6484,CARD,2025-04-17 22:24:00,PAID,29075.00,3-7083
6483,CARD,2025-04-17 22:23:00,PAID,30000.00,3-7082
6482,CARD,2025-04-17 22:22:00,PAID,35200.00,3-7081
6481,CARD,2025-04-17 22:20:00,PAID,7575.00,3-7080
6480,CARD,2025-04-17 22:20:00,PAID,5400.00,3-7079
6479,CARD,2025-04-17 22:19:00,PAID,22750.00,3-7078
6478,CARD,2025-04-17 22:06:00,PAID,7850.00,3-7077
6477,CASH,2025-04-17 22:05:00,PAID,19700.00,3-7076
6476,CASH,2025-04-17 22:01:00,PAID,1500.00,3-7075
6475,CARD,2025-04-17 21:56:00,PAID,27550.00,3-7074
6474,CASH,2025-04-17 21:55:00,PAID,3000.00,3-7073
6473,CARD,2025-04-17 21:54:00,PAID,15800.00,3-7072
6472,CARD,2025-04-17 21:53:00,PAID,23800.00,3-7071
6471,CASH,2025-04-17 21:50:00,PAID,30150.00,3-7070
6470,CARD,2025-04-17 21:49:00,PAID,38900.00,3-7069
6469,CARD,2025-04-17 21:46:00,PAID,23525.00,3-7068
6468,CASH,2025-04-17 21:45:00,PAID,43900.00,3-7067
6467,CARD,2025-04-17 21:44:00,PAID,3500.00,3-7066
6466,CARD,2025-04-17 21:43:00,PAID,35000.00,3-7065
6465,CARD,2025-04-17 21:42:00,PAID,30600.00,3-7064
6464,CASH,2025-04-17 21:41:00,PAID,15800.00,3-7063
6463,CARD,2025-04-17 21:41:00,PAID,13775.00,3-7062
6462,CASH,2025-04-17 21:40:00,PAID,20950.00,3-7061
6461,CARD,2025-04-17 21:22:00,PAID,4225.00,3-7060
6460,CARD,2025-04-17 21:22:00,PAID,11325.00,3-7059
6459,CARD,2025-04-17 21:22:00,PAID,17975.00,3-7058
6458,CARD,2025-04-17 21:22:00,PAID,4625.00,3-7057
6457,CARD,2025-04-17 21:21:00,PAID,4100.00,3-7056
6456,CARD,2025-04-17 21:18:00,PAID,4900.00,3-7055
6455,CARD,2025-04-17 21:16:00,PAID,11875.00,3-7054
6454,CARD,2025-04-17 21:09:00,PAID,30525.00,3-7053
6453,CASH,2025-04-17 21:08:00,PAID,14175.00,3-7052
6452,CARD,2025-04-17 21:07:00,PAID,11775.00,3-7051
6451,CARD,2025-04-17 20:57:00,PAID,26975.00,3-7050
6450,CASH,2025-04-17 20:55:00,PAID,36975.00,3-7049
6449,CARD,2025-04-17 20:44:00,PAID,24175.00,3-7048
6448,CARD,2025-04-17 20:36:00,PAID,25950.00,3-7047
6447,CARD,2025-04-17 20:34:00,PAID,13475.00,3-7046
6446,CARD,2025-04-17 20:34:00,PAID,21875.00,3-7045
6445,CARD,2025-04-17 20:33:00,PAID,29100.00,3-7044
6444,CARD,2025-04-17 20:29:00,PAID,33875.00,3-7043
6443,CASH,2025-04-17 20:28:00,PAID,11375.00,3-7042
6442,CASH,2025-04-17 20:27:00,PAID,10150.00,3-7041
6441,CARD,2025-04-17 20:26:00,PAID,33900.00,3-7040
6440,CARD,2025-04-17 20:19:00,PAID,19800.00,3-7039
6439,CARD,2025-04-17 20:11:00,PAID,13072.00,3-7038
6438,CARD,2025-04-17 20:06:00,PAID,9675.00,3-7037
6437,CASH,2025-04-17 20:05:00,PAID,8400.00,3-7036
6436,CARD,2025-04-17 20:03:00,PAID,16925.00,3-7035
6435,CARD,2025-04-17 20:01:00,PAID,20900.00,3-7034
6434,CARD,2025-04-17 19:59:00,PAID,30600.00,3-7033
6433,CARD,2025-04-17 19:58:00,PAID,30475.00,3-7032
6432,CARD,2025-04-17 19:51:00,PAID,20500.00,3-7031
6431,CARD,2025-04-17 19:42:00,PAID,22475.00,3-7030
6430,CARD,2025-04-17 19:41:00,PAID,25575.00,3-7029
6429,CARD,2025-04-17 19:40:00,PAID,3000.00,3-7028
6428,CASH,2025-04-17 19:38:00,PAID,16400.00,3-7027
6427,CARD,2025-04-17 19:28:00,PAID,26275.00,3-7026
6426,CARD,2025-04-17 19:22:00,PAID,28500.00,3-7025
6425,CARD,2025-04-17 19:15:00,PAID,17100.00,3-7024
6424,CARD,2025-04-17 19:05:00,PAID,28200.00,3-7023
6423,CARD,2025-04-17 19:04:00,PAID,15400.00,3-7022
6422,CARD,2025-04-17 18:43:00,PAID,28400.00,3-7021
6421,CARD,2025-04-17 18:41:00,PAID,10100.00,3-7020
6420,CASH,2025-04-17 18:40:00,PAID,18150.00,3-7019
6419,CARD,2025-04-17 18:30:00,PAID,28100.00,3-7018
6418,CARD,2025-04-17 17:22:00,PAID,14600.00,3-7017
6417,CASH,2025-04-17 16:59:00,PAID,16300.00,3-7016
6416,CARD,2025-04-17 00:25:00,PAID,7400.00,3-7015
6415,CASH,2025-04-17 00:02:00,PAID,1500.00,3-7014
6414,CARD,2025-04-16 23:36:00,PAID,36500.00,3-7013
6413,CARD,2025-04-16 23:34:00,PAID,7150.00,3-7012
6412,CARD,2025-04-16 23:31:00,PAID,7400.00,3-7011
6411,CARD,2025-04-16 23:24:00,PAID,22100.00,3-7010
6410,CASH,2025-04-16 23:19:00,PAID,1500.00,3-7009
6409,CARD,2025-04-16 23:02:00,PAID,29675.00,3-7008
6408,CASH,2025-04-16 22:56:00,PAID,3000.00,3-7007
6407,CARD,2025-04-16 22:18:00,PAID,10000.00,3-7006
6406,CARD,2025-04-16 22:09:00,PAID,13100.00,3-7005
6405,CARD,2025-04-16 21:44:00,PAID,20875.00,3-7004
6404,CARD,2025-04-16 20:53:00,PAID,31600.00,3-7003
6403,SINPE,2025-04-16 20:47:00,PAID,14575.00,14-1017
6402,CARD,2025-04-16 20:40:00,PAID,12100.00,3-7002
6401,CARD,2025-04-16 20:39:00,PAID,13200.00,3-7001
6400,CARD,2025-04-16 20:38:00,PAID,17100.00,3-7000
6399,CARD,2025-04-16 20:31:00,PAID,24350.00,3-6999
6398,CARD,2025-04-16 20:12:00,PAID,12500.00,3-6998
6397,SINPE,2025-04-16 20:10:00,PAID,24050.00,3-6997
6396,CARD,2025-04-16 20:10:00,PAID,11000.00,3-6996
6395,CARD,2025-04-16 20:05:00,PAID,14800.00,3-6995
6394,CARD,2025-04-16 20:05:00,PAID,13800.00,3-6994
6393,CARD,2025-04-16 19:58:00,PAID,28000.00,3-6993
6392,CARD,2025-04-16 19:30:00,PAID,20800.00,3-6992
6391,CARD,2025-04-16 19:29:00,PAID,13800.00,3-6991
6390,CASH,2025-04-16 19:28:00,PAID,26100.00,3-6990
6389,CARD,2025-04-16 19:18:00,PAID,17900.00,3-6989
6388,CARD,2025-04-16 00:02:00,PAID,40400.00,3-6988
6387,CARD,2025-04-15 23:10:00,PAID,38300.00,3-6987
6386,CARD,2025-04-15 22:27:00,PAID,15375.00,3-6986
6385,CARD,2025-04-15 22:26:00,PAID,28675.00,3-6985
6384,CARD,2025-04-15 21:13:00,PAID,26675.00,3-6984
6383,CARD,2025-04-15 21:08:00,PAID,32700.00,3-6983
6382,CARD,2025-04-15 20:01:00,PAID,18000.00,3-6982
6381,CARD,2025-04-15 19:59:00,PAID,15400.00,3-6981
6380,CARD,2025-04-15 19:52:00,PAID,15800.00,3-6980
6379,CARD,2025-04-15 19:47:00,PAID,19200.00,3-6979
6378,CASH,2025-04-15 19:39:00,PAID,18850.00,3-6978
