order_id,method_code,paid_at,status,amount,external_receipt_no
9865,CARD,2025-11-09 19:43:00,PAID,25200.00,3-10325
9864,CARD,2025-11-09 19:18:00,PAID,29000.00,3-10324
9863,CARD,2025-11-09 19:17:00,PAID,18200.00,3-10323
9862,CARD,2025-11-09 19:03:00,PAID,18100.00,3-10322
9861,CARD,2025-11-09 19:02:00,PAID,11300.00,3-10321
9860,CARD,2025-11-09 18:18:00,PAID,1400.00,3-10320
9859,CASH,2025-11-09 17:07:00,PAID,2400.00,3-10319
9858,CASH,2025-11-09 17:03:00,PAID,21500.00,3-10318
9857,CARD,2025-11-09 00:07:00,PAID,56600.00,3-10317
9856,CASH,2025-11-09 00:00:00,PAID,8200.00,3-10316
9855,CARD,2025-11-08 23:59:00,PAID,9150.00,3-10315
9854,CASH,2025-11-08 23:58:00,PAID,4100.00,3-10314
9853,CARD,2025-11-08 23:58:00,PAID,8900.00,3-10313
9852,CARD,2025-11-08 23:43:00,PAID,35600.00,3-10312
9851,CARD,2025-11-08 22:48:00,PAID,22200.00,3-10311
9850,CARD,2025-11-08 22:41:00,PAID,19400.00,3-10310
9849,CUPON_DE_DESCUENTO,2025-11-08 22:40:00,PAID,20100.00,3-10309
9848,CARD,2025-11-08 22:28:00,PAID,26000.00,3-10308
9847,CARD,2025-11-08 22:25:00,PAID,33600.00,3-10307
9846,CARD,2025-11-08 22:23:00,PAID,6600.00,3-10306
9845,CUPON_DE_DESCUENTO,2025-11-08 22:22:00,PAID,41890.00,3-10305
9844,CARD,2025-11-08 22:17:00,PAID,13400.00,3-10304
9843,CARD,2025-11-08 21:47:00,PAID,14800.00,3-10303
9842,CASH,2025-11-08 21:31:00,PAID,28000.00,3-10302
9841,CARD,2025-11-08 21:00:00,PAID,13800.00,3-10301
9840,CARD,2025-11-08 20:59:00,PAID,13800.00,3-10300
9839,CARD,2025-11-08 20:57:00,PAID,42600.00,3-10299
9838,CASH,2025-11-08 20:52:00,PAID,18900.00,3-10298
9837,CARD,2025-11-08 20:51:00,PAID,25200.00,3-10297
9836,CARD,2025-11-08 20:29:00,PAID,21300.00,3-10296
9835,CASH,2025-11-08 20:24:00,PAID,2350.00,3-10295
9834,CARD,2025-11-08 20:24:00,PAID,7500.00,3-10294
9833,CARD,2025-11-08 20:22:00,PAID,6300.00,3-10293
9832,CARD,2025-11-08 19:56:00,PAID,23000.00,3-10292
9831,CARD,2025-11-08 19:23:00,PAID,35400.00,3-10291
9830,CARD,2025-11-08 19:20:00,PAID,28100.00,3-10290
9829,CARD,2025-11-08 19:19:00,PAID,12850.00,3-10289
9828,CARD,2025-11-08 18:43:00,PAID,24000.00,3-10288
9827,CARD,2025-11-08 18:37:00,PAID,16200.00,3-10287
9826,CARD,2025-11-07 23:42:00,PAID,16500.00,3-10286
9825,CARD,2025-11-07 21:53:00,PAID,19400.00,3-10285
9824,CARD,2025-11-07 19:51:00,PAID,30000.00,3-10284
9823,CARD,2025-11-05 20:54:00,PAID,24300.00,3-10283
9822,CARD,2025-11-05 20:16:00,PAID,40150.00,3-10282
9821,CASH,2025-11-03 02:04:00,PAID,0.00,26-1052
9820,CUPON_DE_DESCUENTO,2025-11-03 02:03:00,PAID,26540.00,26-1051
9819,CARD,2025-11-03 01:59:00,PAID,14100.00,3-10281
9818,CASH,2025-11-03 01:38:00,PAID,0.00,26-1050
9817,CARD,2025-11-03 00:46:00,PAID,9200.00,3-10280
9816,CARD,2025-11-03 00:18:00,PAID,48700.00,3-10279
9815,CASH,2025-11-03 00:07:00,PAID,34700.00,3-10278
9814,CARD,2025-11-02 22:52:00,PAID,17600.00,3-10277
9813,CARD,2025-11-02 22:49:00,PAID,16200.00,3-10276
9812,CARD,2025-11-02 22:38:00,PAID,21775.00,3-10275
9811,CASH,2025-11-02 22:34:00,PAID,22550.00,3-10274
9810,CARD,2025-11-02 22:19:00,PAID,19600.00,3-10273
9809,CARD,2025-11-02 21:57:00,PAID,21600.00,3-10272
9808,CARD,2025-11-02 21:46:00,PAID,32200.00,3-10271
9807,CASH,2025-11-02 21:41:00,PAID,28800.00,3-10270
9806,CASH,2025-11-02 21:33:00,PAID,16700.00,3-10269
9805,CARD,2025-11-02 21:29:00,PAID,17600.00,3-10268
9804,CARD,2025-11-02 21:28:00,PAID,29750.00,3-10267
9803,CARD,2025-11-02 21:23:00,PAID,24300.00,3-10266
9802,CARD,2025-11-02 21:02:00,PAID,18700.00,3-10265
9801,CARD,2025-11-02 20:58:00,PAID,43300.00,3-10264
9800,CASH,2025-11-02 20:57:00,PAID,17200.00,3-10263
9799,CARD,2025-11-02 20:48:00,PAID,21850.00,3-10262
9798,CARD,2025-11-02 20:36:00,PAID,21900.00,3-10261
9797,CARD,2025-11-02 20:29:00,PAID,21600.00,3-10260
9796,CARD,2025-11-02 20:26:00,PAID,11900.00,3-10259
9795,CARD,2025-11-02 20:24:00,PAID,17150.00,3-10258
9794,CARD,2025-11-02 20:16:00,PAID,16700.00,3-10257
9793,CARD,2025-11-02 20:16:00,PAID,1400.00,3-10256
9792,CARD,2025-11-02 20:08:00,PAID,25000.00,3-10255
9791,CASH,2025-11-02 20:07:00,PAID,1000.00,3-10254
9790,CARD,2025-11-02 20:04:00,PAID,20250.00,3-10253
9789,CARD,2025-11-02 20:02:00,PAID,56000.00,3-10252
9788,CARD,2025-11-02 20:00:00,PAID,23150.00,3-10251
9787,CARD,2025-11-02 19:59:00,PAID,5725.00,3-10250
9786,CARD,2025-11-02 19:59:00,PAID,3125.00,3-10249
9785,CARD,2025-11-02 19:57:00,PAID,11400.00,3-10248
9784,CARD,2025-11-02 19:56:00,PAID,7100.00,3-10247
9783,CARD,2025-11-02 19:31:00,PAID,14500.00,3-10246
9782,CARD,2025-11-02 19:30:00,PAID,14800.00,3-10245
9781,CARD,2025-11-02 19:29:00,PAID,19450.00,3-10244
9780,CARD,2025-11-02 19:22:00,PAID,61400.00,3-10243
9779,CARD,2025-11-02 19:16:00,PAID,27700.00,3-10242
9778,CARD,2025-11-02 19:09:00,PAID,26000.00,3-10241
9777,CARD,2025-11-02 18:54:00,PAID,31900.00,3-10240
9776,CARD,2025-11-02 18:39:00,PAID,4050.00,3-10239
9775,CARD,2025-11-02 18:39:00,PAID,4050.00,3-10238
9774,CASH,2025-11-02 18:18:00,PAID,0.00,26-1049
9773,CARD,2025-11-02 18:06:00,PAID,15400.00,3-10237
9772,CARD,2025-11-02 01:20:00,PAID,20500.00,3-10236
9771,CASH,2025-11-02 01:17:00,PAID,0.00,26-1048
9770,CARD,2025-11-02 00:31:00,PAID,27200.00,3-10235
9769,CARD,2025-11-01 23:40:00,PAID,5700.00,3-10234
9768,CARD,2025-11-01 23:39:00,PAID,13650.00,3-10233
9767,CARD,2025-11-01 23:31:00,PAID,21700.00,3-10232
9766,CARD,2025-11-01 23:26:00,PAID,4900.00,3-10231
9765,CARD,2025-11-01 23:02:00,PAID,23400.00,3-10230
9764,CASH,2025-11-01 22:48:00,PAID,14100.00,3-10229
9763,CARD,2025-11-01 22:48:00,PAID,13400.00,3-10228
9762,CARD,2025-11-01 22:47:00,PAID,13990.00,3-10227
9761,CARD,2025-11-01 22:47:00,PAID,5700.00,3-10226
9760,CARD,2025-11-01 22:47:00,PAID,14400.00,3-10225
9759,CARD,2025-11-01 22:32:00,PAID,14600.00,3-10224
9758,CARD,2025-11-01 22:00:00,PAID,14800.00,3-10223
9757,CARD,2025-11-01 19:32:00,PAID,2000.00,3-10222
9756,CARD,2025-11-01 17:38:00,PAID,4300.00,3-10221
9755,CARD,2025-10-31 21:51:00,PAID,14400.00,3-10220
9754,CASH,2025-10-31 18:46:00,PAID,0.00,26-1047
9753,SINPE,2025-10-30 21:57:00,PAID,25300.00,3-10219
9752,CARD,2025-10-29 19:48:00,PAID,23000.00,3-10218
9751,CARD,2025-10-27 00:41:00,PAID,7300.00,3-10217
9750,CARD,2025-10-27 00:41:00,PAID,10300.00,3-10216
9749,CARD,2025-10-27 00:40:00,PAID,7700.00,3-10215
9748,CARD,2025-10-26 23:56:00,PAID,26150.00,3-10214
9747,CASH,2025-10-26 23:50:00,PAID,1400.00,3-10213
9746,CASH,2025-10-26 23:49:00,PAID,17800.00,3-10212
9745,CARD,2025-10-26 22:56:00,PAID,13900.00,3-10211
9744,CARD,2025-10-26 22:42:00,PAID,8800.00,3-10210
9743,CARD,2025-10-26 22:42:00,PAID,9400.00,3-10209
9742,CARD,2025-10-26 22:28:00,PAID,35850.00,3-10208
9741,CARD,2025-10-26 22:00:00,PAID,12850.00,3-10207
9740,CASH,2025-10-26 21:59:00,PAID,7300.00,3-10206
9739,CARD,2025-10-26 21:58:00,PAID,22700.00,3-10205
9738,CARD,2025-10-26 21:55:00,PAID,21300.00,3-10204
9737,CARD,2025-10-26 21:48:00,PAID,21700.00,3-10203
9736,CASH,2025-10-26 21:48:00,PAID,15800.00,3-10202
9735,CASH,2025-10-26 21:45:00,PAID,37400.00,3-10201
9734,CARD,2025-10-26 21:43:00,PAID,15700.00,3-10200
9733,CARD,2025-10-26 21:39:00,PAID,17200.00,3-10199
9732,CARD,2025-10-26 21:38:00,PAID,22900.00,3-10198
9731,CASH,2025-10-26 21:38:00,PAID,20700.00,3-10197
9730,CASH,2025-10-26 21:35:00,PAID,17000.00,3-10196
9729,CARD,2025-10-26 21:34:00,PAID,69390.00,3-10195
9728,CARD,2025-10-26 21:33:00,PAID,8200.00,3-10194
9727,CARD,2025-10-26 21:32:00,PAID,31900.00,3-10193
9726,CARD,2025-10-26 21:20:00,PAID,23600.00,3-10192
9725,CARD,2025-10-26 21:20:00,PAID,15000.00,3-10191
9724,CARD,2025-10-26 21:05:00,PAID,19000.00,3-10190
9723,CARD,2025-10-26 20:55:00,PAID,36700.00,3-10189
9722,CARD,2025-10-26 20:48:00,PAID,28700.00,3-10188
9721,CARD,2025-10-26 20:43:00,PAID,1500.00,3-10187
9720,CARD,2025-10-26 20:43:00,PAID,22900.00,3-10186
9719,CARD,2025-10-26 20:37:00,PAID,25300.00,3-10185
9718,CARD,2025-10-26 20:32:00,PAID,24150.00,3-10184
9717,CUPON_DE_DESCUENTO,2025-10-26 20:28:00,PAID,38690.00,3-10183
9716,CARD,2025-10-26 20:22:00,PAID,20900.00,3-10182
9715,CARD,2025-10-26 19:55:00,PAID,12200.00,3-10181
9714,CARD,2025-10-26 19:52:00,PAID,5700.00,3-10180
9713,CARD,2025-10-26 19:48:00,PAID,8000.00,3-10179
9712,CARD,2025-10-26 19:33:00,PAID,24900.00,3-10178
9711,CARD,2025-10-26 19:25:00,PAID,34200.00,3-10177
9710,CARD,2025-10-26 19:24:00,PAID,7350.00,3-10176
9709,CARD,2025-10-26 19:24:00,PAID,7300.00,3-10175
9708,CARD,2025-10-26 19:21:00,PAID,19400.00,3-10174
9707,CARD,2025-10-26 19:20:00,PAID,40900.00,3-10173
9706,CARD,2025-10-26 18:57:00,PAID,18700.00,3-10172
9705,CARD,2025-10-26 18:18:00,PAID,12200.00,3-10171
9704,CARD,2025-10-26 18:17:00,PAID,14500.00,3-10170
9703,CARD,2025-10-26 18:06:00,PAID,1400.00,3-10169
9702,CARD,2025-10-26 17:15:00,PAID,4500.00,3-10168
9701,CARD,2025-10-25 23:39:00,PAID,4000.00,3-10167
9700,CARD,2025-10-25 23:39:00,PAID,3800.00,3-10166
9699,CARD,2025-10-25 21:55:00,PAID,7800.00,3-10165
9698,CARD,2025-10-25 21:47:00,PAID,18600.00,3-10164
9697,CASH,2025-10-25 21:46:00,PAID,18200.00,3-10163
9696,CARD,2025-10-25 21:33:00,PAID,19250.00,3-10162
9695,CARD,2025-10-25 20:31:00,PAID,22950.00,3-10161
9694,CARD,2025-10-25 19:37:00,PAID,25100.00,3-10160
9693,CARD,2025-10-25 19:37:00,PAID,12000.00,3-10159
9692,CARD,2025-10-25 19:35:00,PAID,2500.00,3-10158
9691,CASH,2025-10-25 19:28:00,PAID,30000.00,3-10157
9690,CARD,2025-10-25 19:24:00,PAID,20100.00,3-10156
9689,CASH,2025-10-25 18:48:00,PAID,13200.00,3-10155
9688,CARD,2025-10-25 18:48:00,PAID,26650.00,3-10154
9687,CARD,2025-10-25 18:47:00,PAID,12200.00,3-10153
9686,CARD,2025-10-25 18:47:00,PAID,22300.00,3-10152
9685,CARD,2025-10-25 18:43:00,PAID,48390.00,3-10151
9684,CARD,2025-10-25 18:28:00,PAID,4600.00,3-10150
9683,CARD,2025-10-25 17:59:00,PAID,18500.00,3-10149
9682,CASH,2025-10-25 17:40:00,PAID,3600.00,3-10148
9681,CARD,2025-10-25 00:54:00,PAID,17500.00,3-10147
9680,CARD,2025-10-24 23:46:00,PAID,43900.00,3-10146
9679,CARD,2025-10-24 22:27:00,PAID,23100.00,3-10145
9678,CARD,2025-10-24 19:13:00,PAID,16300.00,3-10144
9677,SINPE,2025-10-23 21:27:00,PAID,12100.00,3-10143
9676,CARD,2025-10-23 20:12:00,PAID,36400.00,3-10142
9675,CARD,2025-10-22 21:25:00,PAID,11200.00,3-10141
9674,CARD,2025-10-22 20:38:00,PAID,22800.00,3-10140
9673,CARD,2025-10-20 02:55:00,PAID,14300.00,3-10139
9672,CASH,2025-10-19 23:54:00,PAID,0.00,26-1046
9671,CASH,2025-10-19 23:54:00,PAID,0.00,26-1045
9670,CARD,2025-10-19 23:03:00,PAID,7100.00,3-10138
9669,CARD,2025-10-19 23:01:00,PAID,58190.00,3-10137
9668,CARD,2025-10-19 22:51:00,PAID,3850.00,3-10136
9667,CARD,2025-10-19 22:38:00,PAID,11000.00,3-10135
9666,CARD,2025-10-19 22:16:00,PAID,19900.00,3-10134
9665,CARD,2025-10-19 22:08:00,PAID,13900.00,3-10133
9664,CASH,2025-10-19 22:05:00,PAID,500.00,3-10132
9663,CASH,2025-10-19 22:02:00,PAID,2100.00,3-10131
9662,CARD,2025-10-19 22:01:00,PAID,58600.00,3-10130
9661,CUPON_DE_DESCUENTO,2025-10-19 21:37:00,PAID,23900.00,3-10129
9660,CUPON_DE_DESCUENTO,2025-10-19 21:36:00,PAID,13200.00,3-10128
9659,CARD,2025-10-19 21:28:00,PAID,19700.00,3-10127
9658,CARD,2025-10-19 21:28:00,PAID,1600.00,3-10126
9657,CARD,2025-10-19 21:27:00,PAID,2725.00,3-10125
9656,CARD,2025-10-19 21:25:00,PAID,12600.00,3-10124
9655,CARD,2025-10-19 21:24:00,PAID,20400.00,3-10123
9654,CARD,2025-10-19 21:23:00,PAID,9200.00,3-10122
9653,CARD,2025-10-19 21:22:00,PAID,14050.00,3-10121
9652,CARD,2025-10-19 21:22:00,PAID,14100.00,3-10120
9651,CARD,2025-10-19 21:11:00,PAID,27700.00,3-10119
9650,CARD,2025-10-19 21:03:00,PAID,28300.00,3-10118
9649,CARD,2025-10-19 20:53:00,PAID,7300.00,3-10117
9648,CASH,2025-10-19 20:48:00,PAID,2000.00,3-10116
9647,CARD,2025-10-19 20:47:00,PAID,36350.00,3-10115
9646,CARD,2025-10-19 20:44:00,PAID,30700.00,3-10114
9645,CARD,2025-10-19 20:43:00,PAID,26600.00,3-10113
9644,CASH,2025-10-19 20:27:00,PAID,13800.00,3-10112
9643,CARD,2025-10-19 20:27:00,PAID,23250.00,3-10111
9642,CARD,2025-10-19 20:25:00,PAID,18250.00,3-10110
9641,CARD,2025-10-19 20:14:00,PAID,26900.00,3-10109
9640,CARD,2025-10-19 20:07:00,PAID,30600.00,3-10108
9639,CARD,2025-10-19 20:01:00,PAID,45500.00,3-10107
9638,CARD,2025-10-19 19:58:00,PAID,22200.00,3-10106
9637,CARD,2025-10-19 19:49:00,PAID,13400.00,3-10105
9636,CARD,2025-10-19 19:48:00,PAID,56500.00,3-10104
9635,CASH,2025-10-19 19:47:00,PAID,26850.00,3-10103
9634,CARD,2025-10-19 19:46:00,PAID,9550.00,3-10102
9633,CASH,2025-10-19 19:44:00,PAID,19400.00,3-10101
9632,CARD,2025-10-19 19:43:00,PAID,19750.00,3-10100
9631,CARD,2025-10-19 19:42:00,PAID,17950.00,3-10099
9630,CARD,2025-10-19 19:40:00,PAID,13700.00,3-10098
9629,CARD,2025-10-19 19:30:00,PAID,16700.00,3-10097
9628,CASH,2025-10-19 19:29:00,PAID,30000.00,3-10096
9627,CARD,2025-10-19 19:24:00,PAID,39650.00,3-10095
9626,CARD,2025-10-19 19:09:00,PAID,24600.00,3-10094
9625,CARD,2025-10-19 19:06:00,PAID,31775.00,3-10093
9624,CARD,2025-10-19 19:00:00,PAID,34400.00,3-10092
9623,CARD,2025-10-19 18:22:00,PAID,13600.00,3-10091
9622,CASH,2025-10-19 18:12:00,PAID,2100.00,3-10090
9621,CASH,2025-10-19 17:54:00,PAID,15400.00,3-10089
9620,CASH,2025-10-19 17:29:00,PAID,0.00,26-1044
9619,CASH,2025-10-19 00:04:00,PAID,2250.00,3-10088
9618,CARD,2025-10-19 00:02:00,PAID,33600.00,3-10087
9617,CARD,2025-10-18 21:43:00,PAID,4900.00,3-10086
9616,CARD,2025-10-18 21:38:00,PAID,15800.00,3-10085
9615,CARD,2025-10-18 21:38:00,PAID,31100.00,3-10084
9614,CARD,2025-10-18 21:26:00,PAID,28000.00,3-10083
9613,CARD,2025-10-18 21:25:00,PAID,27300.00,3-10082
9612,CARD,2025-10-18 21:21:00,PAID,27700.00,3-10081
9611,CARD,2025-10-18 21:03:00,PAID,5625.00,3-10080
9610,CARD,2025-10-18 20:49:00,PAID,29400.00,3-10079
9609,CARD,2025-10-18 20:45:00,PAID,22900.00,3-10078
9608,CARD,2025-10-18 20:27:00,PAID,16800.00,3-10077
9607,CARD,2025-10-18 20:21:00,PAID,32400.00,3-10076
9606,CARD,2025-10-18 20:20:00,PAID,500.00,3-10075
9605,CARD,2025-10-18 20:20:00,PAID,7700.00,3-10074
9604,CARD,2025-10-18 20:18:00,PAID,6450.00,3-10073
9603,CARD,2025-10-18 20:17:00,PAID,6700.00,3-10072
9602,CARD,2025-10-18 20:16:00,PAID,7500.00,3-10071
9601,CARD,2025-10-18 20:09:00,PAID,39500.00,3-10070
9600,CASH,2025-10-18 20:08:00,PAID,4900.00,3-10069
9599,CARD,2025-10-18 20:07:00,PAID,61200.00,3-10068
9598,CARD,2025-10-18 20:05:00,PAID,23450.00,3-10067
9597,CASH,2025-10-18 20:03:00,PAID,25700.00,3-10066
9596,CASH,2025-10-18 19:54:00,PAID,8050.00,3-10065
9595,CARD,2025-10-18 19:54:00,PAID,17200.00,3-10064
9594,CARD,2025-10-18 19:39:00,PAID,27000.00,3-10063
9593,CASH,2025-10-18 18:52:00,PAID,8800.00,3-10062
9592,CASH,2025-10-18 18:35:00,PAID,9500.00,3-10061
9591,CASH,2025-10-18 18:34:00,PAID,15000.00,3-10060
9590,CARD,2025-10-18 17:47:00,PAID,8550.00,29-0001
9589,CARD,2025-10-17 22:29:00,PAID,31800.00,3-10059
9588,CASH,2025-10-17 22:24:00,PAID,25150.00,3-10058
9587,CARD,2025-10-16 22:45:00,PAID,14750.00,3-10057
9586,CARD,2025-10-16 22:42:00,PAID,30000.00,3-10056
9585,CARD,2025-10-16 22:07:00,PAID,32450.00,3-10055
9584,CASH,2025-10-16 20:36:00,PAID,0.00,26-1043
9583,CASH,2025-10-15 21:46:00,PAID,8150.00,3-10054
9582,CASH,2025-10-13 03:00:00,PAID,0.00,26-1042
9581,CASH,2025-10-13 02:53:00,PAID,0.00,26-1041
9580,CUPON_DE_DESCUENTO,2025-10-13 02:51:00,PAID,18350.00,3-10053
9579,CARD,2025-10-13 02:23:00,PAID,17000.00,3-10052
9578,CARD,2025-10-13 01:46:00,PAID,11100.00,3-10051
9577,CARD,2025-10-13 00:56:00,PAID,23000.00,3-10050
9576,CARD,2025-10-13 00:37:00,PAID,39150.00,3-10049
9575,CASH,2025-10-12 23:15:00,PAID,18000.00,3-10048
9574,CARD,2025-10-12 23:14:00,PAID,19050.00,3-10047
9573,CARD,2025-10-12 23:06:00,PAID,1400.00,3-10046
9572,CARD,2025-10-12 23:05:00,PAID,19500.00,3-10045
9571,CARD,2025-10-12 21:43:00,PAID,45700.00,3-10044
9570,CARD,2025-10-12 21:27:00,PAID,36650.00,3-10043
9569,CARD,2025-10-12 21:23:00,PAID,7300.00,3-10042
9568,CARD,2025-10-12 21:23:00,PAID,6900.00,3-10041
9567,CARD,2025-10-12 21:17:00,PAID,20000.00,3-10040
9566,CASH,2025-10-12 21:03:00,PAID,29600.00,3-10039
9565,CARD,2025-10-12 21:02:00,PAID,12500.00,3-10038
9564,CARD,2025-10-12 20:50:00,PAID,43700.00,3-10037
9563,CARD,2025-10-12 20:48:00,PAID,17300.00,3-10036
9562,CARD,2025-10-12 20:20:00,PAID,17200.00,3-10035
9561,CARD,2025-10-12 20:19:00,PAID,14300.00,3-10034
9560,CARD,2025-10-12 20:18:00,PAID,27950.00,3-10033
9559,CARD,2025-10-12 20:11:00,PAID,14500.00,3-10032
9558,CARD,2025-10-12 20:07:00,PAID,15500.00,3-10031
9557,CARD,2025-10-12 19:44:00,PAID,29290.00,3-10030
9556,CARD,2025-10-12 19:31:00,PAID,26000.00,3-10029
9555,CARD,2025-10-12 19:17:00,PAID,40250.00,3-10028
9554,CASH,2025-10-12 19:10:00,PAID,22000.00,3-10027
9553,CARD,2025-10-12 19:01:00,PAID,21700.00,3-10026
9552,CARD,2025-10-12 18:54:00,PAID,18700.00,3-10025
9551,CARD,2025-10-12 18:31:00,PAID,29450.00,3-10024
9550,CASH,2025-10-12 01:04:00,PAID,0.00,26-1040
9549,CARD,2025-10-11 23:38:00,PAID,5625.00,3-10023
9548,CARD,2025-10-11 23:37:00,PAID,7100.00,3-10022
9547,CARD,2025-10-11 22:59:00,PAID,21450.00,3-10021
9546,CARD,2025-10-11 22:48:00,PAID,22150.00,3-10020
9545,CARD,2025-10-11 22:10:00,PAID,44340.00,3-10019
9544,CARD,2025-10-11 21:54:00,PAID,15400.00,3-10018
9543,CARD,2025-10-11 21:53:00,PAID,50700.00,3-10017
9542,CARD,2025-10-11 21:39:00,PAID,22700.00,3-10016
9541,CARD,2025-10-11 21:21:00,PAID,9100.00,3-10015
9540,CASH,2025-10-11 20:45:00,PAID,2000.00,3-10014
9539,CARD,2025-10-11 20:42:00,PAID,30400.00,3-10013
9538,CARD,2025-10-11 20:37:00,PAID,42450.00,3-10012
9537,CARD,2025-10-11 20:27:00,PAID,26400.00,3-10011
9536,CASH,2025-10-11 20:19:00,PAID,27075.00,3-10010
9535,CARD,2025-10-11 20:17:00,PAID,18300.00,3-10009
9534,CARD,2025-10-11 20:11:00,PAID,24950.00,3-10008
9533,CARD,2025-10-11 20:07:00,PAID,44200.00,3-10007
9532,CASH,2025-10-11 19:54:00,PAID,1125.00,3-10006
9531,CASH,2025-10-11 19:52:00,PAID,1125.00,3-10005
9530,CASH,2025-10-11 19:40:00,PAID,500.00,3-10004
9529,CARD,2025-10-11 19:27:00,PAID,16800.00,3-10003
9528,CARD,2025-10-11 19:24:00,PAID,28690.00,3-10002
9527,CARD,2025-10-11 19:23:00,PAID,10700.00,3-10001
9526,CARD,2025-10-11 19:09:00,PAID,23640.00,3-10000
9525,CUPON_DE_DESCUENTO_CUPON_DE_DE,2025-10-11 19:07:00,PAID,19900.00,3-9999
9524,CARD,2025-10-11 18:25:00,PAID,16500.00,3-9998
9523,CARD,2025-10-11 17:51:00,PAID,36100.00,3-9997
9522,CASH,2025-10-10 20:47:00,PAID,0.00,26-1039
9521,CARD,2025-10-10 20:21:00,PAID,34500.00,3-9996
9520,CARD,2025-10-10 20:09:00,PAID,15350.00,3-9995
9519,CARD,2025-10-10 19:26:00,PAID,17650.00,3-9994
9518,CARD,2025-10-10 19:22:00,PAID,18000.00,3-9993
9517,CARD,2025-10-10 19:22:00,PAID,20650.00,3-9992
9516,CARD,2025-10-10 18:29:00,PAID,29430.00,3-9991
9515,CARD,2025-10-09 19:47:00,PAID,13400.00,3-9990
9514,CARD,2025-10-08 21:13:00,PAID,20700.00,3-9989
9513,CASH,2025-10-08 19:53:00,PAID,0.00,26-1038
9512,CASH,2025-10-08 18:41:00,PAID,0.00,26-1037
9511,CARD,2025-10-06 02:48:00,PAID,21950.00,3-9988
9510,CARD,2025-10-06 00:39:00,PAID,10950.00,3-9987
9509,CARD,2025-10-06 00:05:00,PAID,13000.00,3-9986
9508,CARD,2025-10-05 22:45:00,PAID,8000.00,3-9985
9507,CASH,2025-10-05 22:44:00,PAID,14600.00,3-9984
9506,CARD,2025-10-05 22:07:00,PAID,14400.00,3-9983
9505,CARD,2025-10-05 21:42:00,PAID,42300.00,3-9982
9504,CARD,2025-10-05 21:32:00,PAID,11625.00,3-9981
9503,CARD,2025-10-05 21:31:00,PAID,17050.00,3-9980
9502,CARD,2025-10-05 21:25:00,PAID,35590.00,3-9979
9501,CARD,2025-10-05 21:22:00,PAID,21100.00,3-9978
9500,CARD,2025-10-05 21:16:00,PAID,26200.00,3-9977
9499,CARD,2025-10-05 21:00:00,PAID,17000.00,3-9976
9498,CARD,2025-10-05 20:59:00,PAID,5700.00,3-9975
9497,CARD,2025-10-05 20:59:00,PAID,12550.00,3-9974
9496,CASH,2025-10-05 20:56:00,PAID,0.00,26-1036
9495,CARD,2025-10-05 20:54:00,PAID,17900.00,3-9973
9494,CASH,2025-10-05 20:49:00,PAID,1000.00,3-9972
9493,CARD,2025-10-05 20:49:00,PAID,13500.00,3-9971
9492,CARD,2025-10-05 20:42:00,PAID,33600.00,3-9970
9491,CARD,2025-10-05 20:38:00,PAID,22990.00,3-9969
9490,CARD,2025-10-05 20:31:00,PAID,17200.00,3-9968
9489,CARD,2025-10-05 20:29:00,PAID,14000.00,3-9967
9488,CARD,2025-10-05 20:28:00,PAID,28890.00,3-9966
9487,CARD,2025-10-05 20:25:00,PAID,23800.00,3-9965
9486,CARD,2025-10-05 20:25:00,PAID,18200.00,3-9964
9485,CARD,2025-10-05 20:22:00,PAID,34800.00,3-9963
9484,CASH,2025-10-05 20:21:00,PAID,14600.00,3-9962
9483,CARD,2025-10-05 20:12:00,PAID,30000.00,3-9961
9482,CARD,2025-10-05 20:04:00,PAID,25600.00,3-9960
9481,CARD,2025-10-05 19:58:00,PAID,15700.00,3-9959
9480,CARD,2025-10-05 19:58:00,PAID,30700.00,3-9958
9479,CARD,2025-10-05 19:49:00,PAID,18500.00,3-9957
9478,CASH,2025-10-05 19:29:00,PAID,7500.00,3-9956
9477,CARD,2025-10-05 19:29:00,PAID,9200.00,3-9955
9476,CARD,2025-10-05 18:38:00,PAID,8000.00,3-9954
9475,CARD,2025-10-05 18:30:00,PAID,6000.00,3-9953
9474,CARD,2025-10-05 18:30:00,PAID,4500.00,3-9952
9473,CARD,2025-10-05 18:29:00,PAID,4500.00,3-9951
9472,CARD,2025-10-05 18:28:00,PAID,4500.00,3-9950
9471,CARD,2025-10-05 18:27:00,PAID,15000.00,3-9949
9470,CARD,2025-10-05 18:26:00,PAID,3500.00,3-9948
9469,CARD,2025-10-05 01:39:00,PAID,64850.00,3-9947
9468,CASH,2025-10-04 23:43:00,PAID,50550.00,3-9946
9467,CARD,2025-10-04 23:30:00,PAID,13500.00,3-9945
9466,CARD,2025-10-04 21:58:00,PAID,40250.00,3-9944
9465,CARD,2025-10-04 21:42:00,PAID,8300.00,3-9943
9464,CASH,2025-10-04 21:26:00,PAID,29800.00,3-9942
9463,CASH,2025-10-04 21:06:00,PAID,60550.00,3-9941
9462,CARD,2025-10-04 20:34:00,PAID,17250.00,3-9940
9461,CARD,2025-10-04 20:33:00,PAID,9600.00,3-9939
9460,CASH,2025-10-04 20:24:00,PAID,0.00,26-1035
9459,CARD,2025-10-04 20:18:00,PAID,37800.00,3-9938
9458,CARD,2025-10-04 20:16:00,PAID,18900.00,3-9937
